Gene Name,UniProt ID
NLRC4,Q9NPP4
SERPINA4,P29622
TYROBP,O43914
TRIM27,P14373
ERCC3,P19447
TOLLIP,Q9H0E2
MARCKS,P29966
GBP1,P32455
CYB561,P49447
PLA2R1,Q13018
HEXB,P07686
NODAL,Q96S42
SEMA4D,Q92854
FUT3,P21217
RNF31,Q96EP0
CEBPD,P49716
MBD2,Q9UBB5
REG1A,P05451
F2RL3,Q96RI0
DDR2,Q16832
DDIT4,Q9NX09
BACH2,Q9BYV9
QKI,Q96PU8
FKBP4,Q02790
CYP7A1,P22680
FBP1,P09467
SH2B3,Q9UQQ2
KLK6,Q92876
NRIP1,P48552
SST,P61278
MYH10,P35580
PTGDR2,Q9Y5Y4
BCL3,P20749
ADIPOR2,Q86V24
KLRB1,Q12918
CD83,Q01151
IL13RA2,Q14627
LPIN1,Q14693
PBK,Q96KB5
LTA4H,P09960
INHBB,P09529
HABP2,Q14520
NR2F2,P24468
SLC8A1,P32418
CLDN5,O00501
ADAMTS5,Q9UNA0
CXCR6,O00574
GSDME,O60443
LUM,P51884
CTBP2,P56545
RBCK1,Q9BYM8
RAB37,Q96AX2
IL2RB,P14784
CKM,P06732
ACSL4,O60488
KIR2DL3,P43628
FZD4,Q9ULV1
MC3R,P41968
RAB1A,P62820
DUSP6,Q16828
BPIFA1,Q9NP55
REG3A,Q06141
CARD8,Q9Y2G2
CCAR2,Q8N163
FFAR4,Q5NUL3
SKI,P12755
BHLHE40,O14503
CYSLTR1,Q9Y271
SLC26A3,P40879
NTF3,P20783
ECM1,Q16610
LIPA,P38571
SETD7,Q8WTS6
ATP2B1,P20020
SCARB2,Q14108
FLNB,O75369
HMGB2,P26583
CNTF,P26441
HPX,P02790
TGIF1,Q15583
PRKRA,O75569
NPR1,P16066
CASP4,P49662
SLC2A2,P11168
CHFR,Q96EP1
APCS,P02743
FBLN5,Q9UBX5
CLDN7,O95471
EBAG9,O00559
PTGDR,Q13258
DVL2,O14641
SOX6,P35712
PDE4B,Q07343
MACROH2A1,O75367
SLC12A2,P55011
GSTO1,P78417
CD68,P34810
TLR10,Q9BXR5
CD1A,P06126
PROZ,P22891
GGCX,P38435
PPIB,P23284
MTA2,O94776
PPP1R1B,Q9UD71
CARD11,Q9BXL7
LMAN1,P49257
APOD,P05090
RNF20,Q5VTR2
UBD,O15205
IL36A,Q9UHA7
SERPINA6,P08185
DLL1,O00548
CEMIP,Q8WUJ3
CCL19,Q99731
GRK5,P34947
PRDX5,P30044
GHRHR,Q02643
BANF1,O75531
AKAP12,Q02952
MLKL,Q8NB16
PADI2,Q9Y2J8
VLDLR,P98155
PEA15,Q15121
PPBP,P02775
DAB2IP,Q5VWQ8
CARD9,Q9H257
SLC9A3,P48764
BCL2A1,Q16548
TBX3,O15119
VIPR1,P32241
ASAH1,Q13510
PELP1,Q8IZL8
PA2G4,Q9UQ80
EGLN3,Q9H6Z9
RNASE2,P10153
P2RY1,P47900
SERPINE2,P07093
IRGM,A1A4Y4
USP2,O75604
NTSR1,P30989
LAIR1,Q6GTX8
RALBP1,Q15311
GNAI3,P08754
LIFR,P42702
TEAD4,Q15561
MVK,Q03426
SERPINA5,P05154
NLRP7,Q8WX94
TNFRSF13C,Q96RJ3
TRADD,Q15628
BCL11B,Q9C0K0
MSI2,Q96DH6
AIF1,P55008
DOCK8,Q8NF50
SEMA7A,O75326
DHCR24,Q15392
DCUN1D5,Q9BTE7
MS4A2,Q01362
KMT2C,Q8NEZ4
FERMT1,Q9BQL6
SPINK5,Q9NQ38
P2RX4,Q99571
IRAK3,Q9Y616
ANOS1,P23352
HRG,P04196
WNT4,P56705
CDH11,P55287
UCN,P55089
IL15RA,Q13261
FGF10,O15520
VASH1,Q7L8A9
SHMT2,P34897
USP5,P45974
SERPINF2,P08697
NLRC5,Q86WI3
LTC4S,Q16873
ZFHX3,Q15911
KMT5A,Q9NQR1
BTLA,Q7Z6A9
USP18,Q9UMW8
PSMD1,Q99460
DEFA5,Q01523
IL1RAP,Q9NPH3
TRIB1,Q96RU8
COCH,O43405
AHNAK,Q09666
MAFB,Q9Y5Q3
BMP1,P13497
TNK2,Q07912
BCL2L12,Q9HB09
S1PR2,O95136
PTGES3,Q15185
NXPH1,P58417
TRIM22,Q8IYM9
SETX,Q7Z333
FERMT2,Q96AC1
TRIM33,Q9UPN9
TAB1,Q15750
CYGB,Q8WWM9
SLC25A1,P53007
IL19,Q9UHD0
GARS1,P41250
CRY1,Q16526
CARD14,Q9BXL6
TNFRSF25,Q93038
S1PR3,Q99500
CRHR2,Q13324
VSIR,Q9H7M9
TYRO3,Q06418
ADAM15,Q13444
CCL7,P80098
ITK,Q08881
KCNK9,Q9NPC2
CD93,Q9NPY3
PTGIS,Q16647
FOSB,P53539
KDM5A,P29375
FCAR,P24071
KCNK3,O14649
B4GALT1,P15291
SLAMF1,Q13291
PTGIR,P43119
SYP,P08247
SELENOS,Q9BQE4
KDM3A,Q9Y4C1
GDF11,O95390
NPC2,P61916
ACO1,P21399
JUND,P17535
TRPV2,Q9Y5S1
NUP62,P37198
FGL2,Q14314
C3AR1,Q16581
IL36RN,Q9UBH0
LTBR,P36941
WWP2,O00308
SERPINB4,P48594
RND3,P61587
SLC39A4,Q6P5W5
LILRB4,Q8NHJ6
HSD3B2,P26439
COL6A3,P12111
EREG,O14944
LTB4R,Q15722
KLF9,Q13886
NR1D1,P20393
RB1CC1,Q8TDY2
PURA,Q00577
ERRFI1,Q9UJM3
UCHL3,P15374
TRPV3,Q8NET8
PLCD1,P51178
BRD2,P25440
TGM3,Q08188
DHX15,O43143
GSDMB,Q8TAX9
MAP4K4,O95819
HERC2,O95714
GALNT2,Q10471
YTHDF1,Q9BYJ9
MAZ,P56270
MEF2D,Q14814
CCR9,P51686
TNFRSF17,Q02223
KLF10,Q13118
NECTIN2,Q92692
REG4,Q9BYZ8
TRPC5,Q9UL62
GRB7,Q14451
CFHR1,Q03591
EEF2K,O00418
MBOAT7,Q96N66
NCR3,O14931
PSMC1,P62191
RPS6KA5,O75582
TNXB,P22105
KLK5,Q9Y337
TFAP2C,Q92754
GZMA,P12544
KLK7,P49862
VIPR2,P41587
EIF4G2,P78344
ZNF148,Q9UQR1
TNNT1,P13805
HMOX2,P30519
TNFSF9,P41273
NFE2L1,Q14494
ARHGDIB,P52566
HLTF,Q14527
HOXA11,P31270
CITED2,Q99967
PDZK1,Q5T2W1
CCN6,O95389
ATP8B1,O43520
LTB4R2,Q9NPC1
ICAM3,P32942
TIMP4,Q99727
ARHGEF2,Q92974
CD48,P09326
LIMS1,P48059
LGALS13,Q9UHV8
PYCR1,P32322
LITAF,Q99732
PDIA4,P13667
ZBTB33,Q86T24
NLRX1,Q86UT6
PCSK6,P29122
ASH2L,Q9UBL3
CYSLTR2,Q9NS75
CSF2RA,P15509
DEPTOR,Q8TB45
CYP4A11,Q02928
NCOA4,Q13772
SLC12A5,Q9H2X9
FBXO11,Q86XK2
TET3,O43151
ANKH,Q9HCJ1
KLKB1,P03952
CBX4,O00257
TCIRG1,Q13488
VEGFB,P49765
RPL22,P35268
GAP43,P17677
SLC39A8,Q9C0K1
IL26,Q9NPH9
MYOCD,Q8IZQ8
IL5RA,Q01344
GFI1,Q99684
PON3,Q15166
CLIP1,P30622
BPI,P17213
ITGAE,P38570
PQBP1,O60828
HOXB9,P17482
PMCH,P20382
SMYD2,Q9NRG4
SULT1E1,P49888
TRIB2,Q92519
EBI3,Q14213
TNFRSF18,Q9Y5U5
HRH2,P25021
PPM1A,P35813
LYVE1,Q9Y5Y7
SPDEF,O95238
ABL2,P42684
PARP2,Q9UGN5
NR2F1,P10589
PRMT6,Q96LA8
MRGPRX2,Q96LB1
AHCYL2,Q96HN2
IL18BP,O95998
CCR8,P51685
ALPI,P09923
HCRTR2,O43614
PROK2,Q9HC23
CD200R1,Q8TD46
CCL1,P22362
SHARPIN,Q9H0F6
HIF3A,Q9Y2N7
FLT3LG,P49771
KDM2B,Q8NHM5
ZMPSTE24,O75844
RTN3,O95197
TCF21,O43680
AQP8,O94778
SULT1A3,P0DMM9
ADAM8,P78325
SENP3,Q9H4L4
NELL1,Q92832
JAM3,Q9BX67
H2BC3,P33778
ACACB,O00763
SIGIRR,Q6IA17
YTHDC1,Q96MU7
ELMO1,Q92556
GPRC5A,Q8NFJ5
TRAF3IP2,O43734
PIK3R3,Q92569
SMG1,Q96Q15
PSMD11,O00231
TSC22D3,Q99576
HNRNPUL1,Q9BUJ2
HCRTR1,O43613
PIKFYVE,Q9Y2I7
ICOSLG,O75144
MAS1,P04201
FRZB,Q92765
PHACTR1,Q9C0D0
CHRFAM7A,Q494W8
MAP3K2,Q9Y2U5
MAP2K3,P46734
THBS4,P35443
FBXO7,Q9Y3I1
GHRH,P01286
ECRG4,Q9H1Z8
DUOX1,Q9NRD9
ADM2,Q7Z4H4
CHRNA1,P02708
SEMA3F,Q13275
SLURP1,P55000
HOMER1,Q86YM7
ITIH4,Q14624
C7,P10643
KCNIP3,Q9Y2W7
FFAR2,O15552
CCL24,O00175
JAG2,Q9Y219
MAP3K3,Q99759
AEBP1,Q8IUX7
AMBRA1,Q9C0C7
HCP5,Q6MZN7
ASGR1,P07306
GSTO2,Q9H4Y5
CISH,Q9NSE2
KLF15,Q9UIH9
NPR3,P17342
CYP7B1,O75881
PIEZO2,Q9H5I5
HHLA2,Q9UM44
PHF8,Q9UPP1
ALDH3A1,P30838
SERPINI1,Q99574
SIGLEC9,Q9Y336
ENHO,Q6UWT2
SIRT4,Q9Y6E7
TINCR,A0A2R8Y7D0
SERPIND1,P05546
USP25,Q9UHP3
CYP2A13,Q16696
GPR68,Q15743
COMMD1,Q8N668
NBR1,Q14596
CCL27,Q9Y4X3
ASAP1,Q9ULH1
EOMES,O95936
BST1,Q10588
KAT6B,Q8WYB5
CXCL3,P19876
CTNND2,Q9UQB3
TRIM63,Q969Q1
EIF3C,Q99613
FSTL3,O95633
ACSL1,P33121
SGPL1,O95470
NAT9,Q9BTE0
SERPINB1,P30740
FBXO32,Q969P5
STAMBP,O95630
DIO3,P55073
PPP2R5C,Q13362
FOLR2,P14207
HRH3,Q9Y5N1
GPX2,P18283
PAFAH1B3,Q15102
TOMM20,Q15388
IL22RA1,Q8N6P7
BRCC3,P46736
ATG4B,Q9Y4P1
AQP7,O14520
FDFT1,P37268
IGHA1,P01876
C1R,P00736
HAS1,Q92839
ROBO4,Q8WZ75
EHF,Q9NZC4
PNLIP,P16233
ADRA1B,P35368
PDGFC,Q9NRA1
CLASP2,O75122
IL17RB,Q9NRM6
ATP2A1,O14983
RETREG1,Q9H6L5
CXCL6,P80162
DUSP22,Q9NRW4
SPRY1,O43609
ATP6V0A2,Q9Y487
SARM1,Q6SZW1
ORM2,P19652
NOVA1,P51513
P2RY6,Q15077
NFKBIZ,Q9BYH8
P2RY11,Q96G91
PRRX1,P54821
GRM2,Q14416
GPR65,Q8IYL9
NFIA,Q12857
PELI1,Q96FA3
PRSS3,P35030
PTPN14,Q15678
BHLHE41,Q9C0J9
MAGI2,Q86UL8
GNMT,Q14749
KIF3A,Q9Y496
PLCB3,Q01970
DEFA3,P59666
CYTH2,Q99418
ABCF1,Q8NE71
SEMA4A,Q9H3S1
DAPK3,O43293
NEO1,Q92859
RIPK4,P57078
PTP4A1,Q93096
PPP4C,P60510
CTSH,P09668
CCL13,Q99616
SMARCD1,Q96GM5
CTF1,Q16619
GRK6,P43250
PHLPP2,Q6ZVD8
NLRP12,P59046
ROMO1,P60602
CCL8,P80075
C1QTNF9,P0C862
LAMA4,Q16363
CLEC12A,Q5QGZ9
NFATC3,Q12968
GPLD1,P80108
HYAL2,Q12891
SLAMF7,Q9NQ25
CELF2,O95319
RGS1,Q08116
BLMH,Q13867
CASP5,P51878
SLC28A3,Q9HAS3
CLEC4E,Q9ULY5
HIRA,P54198
HERPUD1,Q15011
SEC23A,Q15436
F2RL2,O00254
CLCA1,A8K7I4
TNIP2,Q8NFZ5
MIR155HG,C0HMA1
TNFSF18,Q9UNG2
MAG,P20916
MMP16,P51512
LILRA3,Q8N6C8
LIMK2,P53671
MAPK13,O15264
CCL15,Q16663
NEIL2,Q969S2
RASGRP1,O95267
DIAPH3,Q9NSV4
NLRP6,P59044
CXCL17,Q6UXB2
IL17C,Q9P0M4
HCAR2,Q8TDS4
SLBP,Q14493
GSTK1,Q9Y2Q3
MAP4K1,Q92918
GPR35,Q9HC97
CFHR3,Q02985
ZNF143,P52747
PLA2G10,O15496
SLC29A3,Q9BZD2
MTUS1,Q9ULD2
MYO10,Q9HD67
DYNC2H1,Q8NCM8
NFIL3,Q16649
SAMD9,Q5K651
CASP12,Q6UXS9
PAFAH1B2,P68402
WNT11,O96014
C1GALT1C1,Q96EU7
MGST1,P10620
CRHBP,P24387
LGALS2,P05162
PUM2,Q8TB72
STAM,Q92783
MCM3AP,O60318
HIPK3,Q9H422
OGN,P20774
C1QTNF1,Q9BXJ1
NTF4,P34130
VAMP3,Q15836
IL13RA1,P78552
MADCAM1,Q13477
ADGRE2,Q9UHX3
STX17,P56962
BAMBI,Q13145
NUAK1,O60285
TIE1,P35590
GUCY1A1,Q02108
DUSP5,Q16690
MFAP5,Q13361
NMI,Q13287
KLF7,O75840
PTPRS,Q13332
UNC5B,Q8IZJ1
CPEB4,Q17RY0
C5AR2,Q9P296
SEMA3E,O15041
LACRT,Q9GZZ8
GAN,Q9H2C0
SIN3B,O75182
HOXC6,P09630
ZFPM2,Q8WW38
CRISP3,P54108
UTS2R,Q9UKP6
CASZ1,Q86V15
ZBTB7B,O15156
RAB22A,Q9UL26
FGF4,P08620
SAA2,P0DJI9
STEAP1,Q9UHE8
HAS3,O00219
RAB23,Q9ULC3
ADAM19,Q9H013
CEACAM3,P40198
GTF2A1,P52655
BATF2,Q8N1L9
HERC5,Q9UII4
SLC20A1,Q8WUM9
BRD3,Q15059
HSD17B13,Q7Z5P4
LTB,Q06643
CCL23,P55773
CPEB1,Q9BZB8
GPS2,Q13227
MAPK6,Q16659
C1QTNF6,Q9BXI9
NR2E1,Q9Y466
FETUB,Q9UGM5
TRIM3,O75382
AJUBA,Q96IF1
GBP5,Q96PP8
OTULIN,Q96BN8
PYGL,P06737
VPS33B,Q9H267
TRIM72,Q6ZMU5
PGLYRP1,O75594
NINJ2,Q9NZG7
P2RY14,Q15391
HDAC11,Q96DB2
SSH1,Q8WYL5
POLDIP2,Q9Y2S7
ASIC3,Q9UHC3
FZD1,Q9UP38
PLXNB2,O15031
MEP1B,Q16820
LAMTOR1,Q6IAA8
CLEC5A,Q9NY25
NTN4,Q9HB63
IL4I1,Q96RQ9
SLC29A2,Q14542
EPX,P11678
EFHD2,Q96C19
GPR15,P49685
STAB1,Q9NY15
SH3TC2,Q8TF17
GADD45GIP1,Q8TAE8
NLRP2,Q9NX02
CERK,Q8TCT0
PTGER1,P34995
IL17RD,Q8NFM7
SOCS5,O75159
CD5L,O43866
SIGLEC8,Q9NYZ4
TRIM8,Q9BZR9
DUSP10,Q9Y6W6
RAI14,Q9P0K7
ASCL2,Q99929
ITIH2,P19823
PLEKHO1,Q53GL0
VSIG4,Q9Y279
RGS16,O15492
CH25H,O95992
DBF4,Q9UBU7
TNFRSF21,O75509
PLA2G4C,Q9UP65
TNFSF8,P32971
TREML1,Q86YW5
BNC1,Q01954
DPP10,Q8N608
SPTLC2,O15270
USP47,Q96K76
CBFA2T3,O75081
DBNL,Q9UJU6
DDT,P30046
CAPN5,O15484
CAMK1,Q14012
RNASE7,Q9H1E1
CLEC6A,Q6EIG7
ELF5,Q9UKW6
SLC26A6,Q9BXS9
GLTP,Q9NZD2
ERLIN1,O75477
DEAF1,O75398
FCRL4,Q96PJ5
SUCNR1,Q9BXA5
RHBDF2,Q6PJF5
GPR17,Q13304
AAK1,Q2M2I8
BATF,Q16520
NRG4,Q8WWG1
CLEC4C,Q8WTT0
PZP,P20742
ADK,P55263
AGGF1,Q8N302
SAR1B,Q9Y6B6
USP44,Q9H0E7
PARP14,Q460N5
FBLIM1,Q8WUP2
NUAK2,Q9H093
CBR3,O75828
C4BPB,P20851
SNIP1,Q8TAD8
CEP250,Q9BV73
PLPP3,O14495
NDUFA4,O00483
SPRR3,Q9UBC9
CBLL1,Q75N03
ZNF281,Q9Y2X9
RGS7,P49802
ELF4,Q99607
CREG1,O75629
DLEU1,O43261
MNDA,P41218
SHE,Q5VZ18
CXXC5,Q7LFL8
GZMK,P49863
ZNF750,Q32MQ0
GUCA2B,Q16661
LETMD1,Q6P1Q0
PLA2G3,Q9NZ20
IPMK,Q8NFU5
ATG2B,Q96BY7
TIFA,Q96CG3
GPR183,P32249
MEP1A,Q16819
SSTR4,P31391
SCUBE1,Q8IWY4
CLEC4A,Q9UMR7
HMBOX1,Q6NT76
PRKAB2,O43741
ALPK1,Q96QP1
PPM1F,P49593
REG1B,P48304
PAXIP1,Q6ZW49
MMP17,Q9ULZ9
USP48,Q86UV5
TACC2,O95359
PIDD1,Q9HB75
CRLF1,O75462
CLEC2D,Q9UHP7
NCAN,O14594
ABHD12,Q8N2K0
SLC8A3,P57103
SWAP70,Q9UH65
GGPS1,O95749
SLC28A2,O43868
SLTM,Q9NWH9
NAXE,Q8NCW5
USP20,Q9Y2K6
BMPER,Q8N8U9
MUL1,Q969V5
RNASEH2A,O75792
TRIM65,Q6PJ69
GUCY1B1,Q02153
GZMM,P51124
SCUBE2,Q9NQ36
LYPLA1,O75608
ANGPTL7,O43827
BAG4,O95429
AMOTL2,Q9Y2J4
SORBS3,O60504
CABIN1,Q9Y6J0
GPR119,Q8TDV5
RGS10,O43665
IL1RL2,Q9HB29
CYP4F3,Q08477
MICAL2,O94851
SESN1,Q9Y6P5
FREM1,Q5H8C1
RC3H1,Q5TC82
LPIN2,Q92539
ARPC5,O15511
FCGR2C,P31995
TMED2,Q15363
NDST1,P52848
IFI35,P80217
ADAMTS12,P58397
METRNL,Q641Q3
CRISPLD2,Q9H0B8
CNDP2,Q96KP4
IL22RA2,Q969J5
STK38L,Q9Y2H1
RYK,P34925
AQP11,Q8NBQ7
GIT2,Q14161
LANCL2,Q9NS86
CHAC1,Q9BUX1
SLC5A3,P53794
MZB1,Q8WU39
TMPRSS11D,O60235
PF4V1,P10720
DUSP26,Q9BV47
SAPCD2,Q86UD0
FBXO45,P0C2W1
CLEC10A,Q8IUN9
FFAR3,O14843
MAFF,Q9ULX9
FBXO3,Q9UK99
PTF1A,Q7RTS3
IL36B,Q9NZH7
PLA2G2D,Q9UNK4
SARAF,Q96BY9
TNFAIP8L1,Q8WVP5
FPR3,P25089
INPP4A,Q96PE3
YIPF5,Q969M3
PLCL1,Q15111
SCGB3A2,Q96PL1
COLEC12,Q5KU26
MYDGF,Q969H8
ADAMTS10,Q9H324
IFNK,Q9P0W0
SPAM1,P38567
CDNF,Q49AH0
GPX7,Q96SL4
SLC30A4,O14863
NCEH1,Q6PIU2
PCDH1,Q08174
BRINP3,Q76B58
PPRC1,Q5VV67
DEFA1B,P59665
NAV3,Q8IVL0
KDM4D,Q6B0I6
ACOD1,A6NK06
OBP2A,Q9NY56
TBX18,O95935
MIB2,Q96AX9
SETDB2,Q96T68
PROKR1,Q8TCW9
ONECUT2,O95948
RNASEH2B,Q5TBB1
ITGAD,Q13349
MOK,Q9UQ07
TDRD10,Q5VZ19
TECPR2,O15040
PLXNC1,O60486
SP140,Q13342
BCL2L14,Q9BZR8
CST7,O76096
LY86,O95711
COQ10A,Q96MF6
ARHGEF26,Q96DR7
CMKLR2,P46091
SPRR1B,P22528
APH1B,Q8WW43
BPIFB1,Q8TDL5
CRLS1,Q9UJA2
CRISP2,P16562
NRBF2,Q96F24
SLC17A9,Q9BYT1
MIOX,Q9UGB7
VASN,Q6EMK4
PPP2R2D,Q66LE6
HES5,Q5TA89
EOLA1,Q8TE69
ARL15,Q9NXU5
TREML2,Q5T2D2
CWF19L1,Q69YN2
SGPP1,Q9BX95
ZFPM1,Q8IX07
PTGR1,Q14914
OVOL1,O14753
FAIM,Q9NVQ4
BMP8B,P34820
GPR18,Q14330
CLEC2B,Q92478
NLRP10,Q86W26
SERPINB10,P48595
TMUB1,Q9BVT8
GPAT3,Q53EU6
ENTPD3,O75355
LAYN,Q6UX15
TSHZ3,Q63HK5
RNF10,Q8N5U6
ENTPD2,Q9Y5L3
PPP1R11,O60927
ZNFX1,Q9P2E3
LIMS2,Q7Z4I7
DUSP14,O95147
PPP4R1,Q8TF05
PADI1,Q9ULC6
BPIFB4,P59827
PANX3,Q96QZ0
CLUH,O75153
ZNF300,Q96RE9
RWDD3,Q9Y3V2
TIAM2,Q8IVF5
C1QTNF12,Q5T7M4
ENPP7,Q6UWV6
MGST3,O14880
NAPRT,Q6XQN6
CARHSP1,Q9Y2V2
PELI3,Q8N2H9
DNAH10,Q8IVF4
TSPAN5,P62079
COX11,Q9Y6N1
TM9SF4,Q92544
BDH2,Q9BUT1
MGST2,Q99735
CLEC14A,Q86T13
RAB26,Q9ULW5
TMIGD2,Q96BF3
MRGPRX1,Q96LB2
SLC38A5,Q8WUX1
OXGR1,Q96P68
P2RY13,Q9BPV8
MFHAS1,Q9Y4C4
DERL3,Q96Q80
SNRK,Q9NRH2
FBXL19,Q6PCT2
DDX60,Q8IY21
SLC8A2,Q9UPR5
NSMAF,Q92636
C1QL3,Q5VWW1
GPR32,O75388
PGAP1,Q75T13
MEX3B,Q6ZN04
UCMA,Q8WVF2
C1QTNF4,Q9BXJ3
PYDC1,Q8WXC3
APIP,Q96GX9
ACMSD,Q8TDX5
TSPAN33,Q86UF1
CNTN5,O94779
ZC3H12D,A2A288
SENP7,Q9BQF6
SLCO4C1,Q6ZQN7
RGL2,O15211
PALMD,Q9NP74
LIAS,O43766
TSPAN18,Q96SJ8
CELA2A,P08217
THNSL2,Q86YJ6
GIMAP6,Q6P9H5
FNDC4,Q9H6D8
ADGRE1,Q14246
DUSP8,Q13202
DOCK11,Q5JSL3
DUSP19,Q8WTR2
ZFYVE21,Q9BQ24
RNF183,Q96D59
UBR3,Q6ZT12
OTUD6A,Q7L8S5
TMEM79,Q9BSE2
NPAS4,Q8IUM7
C6orf89,Q6UWU4
MEGF8,Q7Z7M0
SERPINI2,O75830
APOBEC2,Q9Y235
NFAM1,Q8NET5
CLEC1A,Q8NC01
PI16,Q6UXB8
AMTN,Q6UX39
HS6ST3,Q8IZP7
SCRG1,O75711
INAVA,Q3KP66
MAST3,O60307
CLEC4D,Q8WXI8
ADGRE3,Q9BY15
GPR15LG,Q6UWK7
LIMD2,Q9BT23
TRIM40,Q6P9F5
ATPSCKMT,Q6P4H8
CARD19,Q96LW7
TRIML2,Q8N7C3
CDH26,Q8IXH8
FCSK,Q8N0W3
PLA2G4D,Q86XP0
A4GNT,Q9UNA3
OCM,P0CE72
CCDC88B,A6NC98
AIDA,Q96BJ3
NANOS2,P60321
PGLYRP4,Q96LB8
RASL11B,Q9BPW5
NAA11,Q9BSU3
FAM3D,Q96BQ1
SPINK13,Q1W4C9
SIGLEC12,Q96PQ1
SFTA3,P0C7M3
MTURN,Q8N3F0
C1QTNF9B,B2RNN3
TSPAN17,Q96FV3
ZC3H12C,Q9C0D7
AKIRIN1,Q9H9L7
MILR1,Q7Z6M3
OTOP1,Q7RTM1
MSMP,Q1L6U9
CST9,Q5W186
ASB17,Q8WXJ9
LCN10,Q6JVE6
C4B_2,P0C0L5
LINC00305,Q7Z4B0
TIFAB,Q6ZNK6
TCERG1L,Q5VWI1
SLC5A12,Q1EHB4
GDAP1L1,Q96MZ0
LYPD8,Q6UX82
DEFB114,Q30KQ6
ADAM32,Q8TC27
CARD17P,Q5XLA6
TPRG1,Q6ZUI0
LINC00482,Q8N8I6
OR1K1,Q8NGR3
ZNF791,Q3KP31
MTRNR2L2,P0CJ69
DEFB4B,O15263
ZNF724,A8MTY0
LINC00612,Q8N6U2
FABP5P3,A8MUU1
BDNF-AS,P05231
SOD2-OT1,P22301
MIR146A,P18706
MIR155,P35354
MIR21,Q16553
CERNA3,P40763
IL10RA,P02405
MIR146B,Q9HC31
MROCKI,P43407
PSTPIP1,P35354
AMANZI,P05112
IL10RB,P19438
MIR223,O60605
H19,P09429
MIR125A,P01375
PGR-AS1,Q9HC32
IFNGR1,P22301
HLA-DPB1,Q96P25
NCF2,P13500
MIR34A,P05112
CIITA,P19438
MIR126,P01911
NCF4,P09429
MIR452,P05231
MIR122,P02741
IL12RB1,P01137
PRSS1,P35354
MIR17,P05112
MIR142,P19438
MIR221,P209370
HLA-DQA1,P01889
MIR7-3HG,P05231
MALAT1,P02741
CYBC1,O00213
CASP3,P43412
GAS5,P08246
ABCD1,P05112
PLCG2,P19438
GPT,P228185
LPL,P247000
MIR199A1,P01583
MIR214,P22301
IL1RAPL2,O00214
CTRC,O15561
CDKN2B-AS1,P19838
GPIHBP1,P01579
MIR150,P01911
SLC37A4,P01583
CD8A,P01889
DNASE1,P09429
MIR30A,P05231
CREBBP,P164243
MIR222,Q9HC38
PWAR1,P13500
APOC2,P08246
HLA-DPA1,P05112
MIR483,P303445
MIR494,P05231
MIR132,P01375
MIR20A,P22301
MIR125B1,O15563
MIR210,P19838
TTC7A,P18510
HFE,O60613
PIK3R1,Q14126
IGHE,Q96P31
NEAT1,P05231
COL7A1,P22301
MIRLET7C,P189926
CPA1,Q9HC40
CR2,P01137
ARPC1B,P18510
COL4A1,P378705
BMP6,P397520
MIR145,P05231
CD79A,P01375
MIRLET7B,P22301
COX5A,O00218
MIR27A,P01137
LCK,P13500
CD55,P19838
UNC13D,P01579
SERPINC1,P35354
DNASE1L3,P01911
SAA4,P01375
LACC1,P22301
STXBP2,P232731
MIR199B,P01137
DKC1,P13500
POLA1,P35354
UBE2L3,P01911
SLC10A2,P472780
MIR197,Q14129
MIR140,Q96P34
IL3,Q9HC43
MIR22,P01137
TCF4,P19838
LRBA,P40763
TTN,P19438
PVT1,P01911
BTNL2,P510410
LMX1B,P02741
COL1A1,P258414
MECP2,Q9HC44
IL21R,O15568
EPCAM,P19838
GUSB,P08246
MIR23A,O60618
CASP10,P548040
PGM3,P01583
MIR133B,P09429
MIR451A,Q14131
MAF,P02741
WIPF1,O00222
SLC17A5,P275536
MIR381,Q9HC45
ABCB4,P43421
IL2RG,O15569
LYST,P01137
RTEL1,P18510
PDE4A,P40763
MIR130A,P01911
CNTNAP2,O60619
KLRC4,P585670
TRA-TGC7-1,Q14132
RNASEH2C,P01375
CCDST,P43422
CARMIL2,P13500
PSMB4,P01579
RAG1,P08246
MIR195,P05112
OPA1,P05231
AP3B1,Q9HC47
HOTAIR,P40763
HPS1,P19438
IGHG1,P01911
ITCH,O60621
SH2D1A,P660930
MYH7,P01583
IFNAR2,P01889
MIR486-1,P22301
PRSS2,O00225
MIR127,Q9HC48
MIR335,O15572
RAC2,P19838
IL12A-AS1,P35354
MIR143,P05112
BCL2L1,P01911
STAT5B,P679745
TERC,P698560
SKIC3,P01583
FGFR2,P01889
WDR36,Q96P40
PLEC,P05231
UBAC2,P01375
CYLD-AS1,P02741
BLK,O00226
RSPH4A,Q9HC49
LYN,O15573
CCDC40,P13500
SLC7A7,P18510
MIR320A,P08246
IFNG-AS1,P05112
UBR1,P19438
GAPDH,P717375
SKIC2,P736190
HLA-A,P01583
ABCG8,P01889
RAG2,Q14136
CANT1,Q96P41
CD27,P01375
C1S,P02741
DCLRE1C,P361146
BANK1,P43426
MYOC,O15574
MIR93,P01137
GNE,P13500
IL18R1,Q16573
TYK2,P08246
COL5A1,P19438
CD69,P01911
GUCY2C,O60624
GATA2,P01583
G6PC1,Q14137
DNAH11,Q96P42
MIR148A,P01375
BAG3,P02741
MYO5B,O00228
COL3A1,P378268
AP1S3,Q9HC51
CDKN2A,P43427
DNAH5,P13500
